Business License,Business Name,Address,City,State,Zip Code,Location,Last Inspection Date
09FOOD-0201,Evanston Main Foods,835 MAIN ST,Evanston,IL,60202,"835 MAIN ST
Evanston, IL 60202
(42.033965, -87.68282)",12/03/2018
18FOOD-0031,Sargent Hall,2245 SHERIDAN RD,Evanston,IL,60208,"2245 SHERIDAN RD
Evanston, IL 60208
(42.05865, -87.677134)",10/29/2018
13FOOD-0005,Temperance Beer Company LLC,2000 DEMPSTER ST,Evanston,IL,60202,"2000 DEMPSTER ST
Evanston, IL 60202
(42.041098, -87.701615)",12/04/2018
09FOOD-0114,The Woman's Club of Evanston,1702 CHICAGO AVE,Evanston,IL,60201,"1702 CHICAGO AVE
Evanston, IL 60201
(42.047948, -87.678852)",12/04/2018
09FOOD-0054,Peet's Coffee & Tea,1622 CHICAGO AVE,Evanston,IL,60201,"1622 CHICAGO AVE
Evanston, IL 60201
(42.046841, -87.679374)",12/04/2018
17FOOD-0009,Zen Shiatsu Chicago,"825 CHICAGO AVE, SUITE A",Evanston,IL,60202,"825 CHICAGO AVE, SUITE A
Evanston, IL 60202
(42.032909, -87.67919)",12/04/2018
09FOOD-0324,Cost Plus World Market,1725 MAPLE AVE,Evanston,IL,60201,"1725 MAPLE AVE
Evanston, IL 60201
(42.04911, -87.684731)",12/04/2018
17FOOD-0011,MBG Products,1043 CHICAGO AVE,Evanston,IL,60202,"1043 CHICAGO AVE
Evanston, IL 60202
(42.037156, -87.680028)",12/04/2018
16FOOD-0038,Goodwill,1916 B DEMPSTER ST,Evanston,IL,60202,"1916 B DEMPSTER ST
Evanston, IL 60202
(42.041108, -87.700822)",12/04/2018
09FOOD-0215,Hearth Restaurant,1625 HINMAN AVE,Evanston,IL,60201,"1625 HINMAN AVE
Evanston, IL 60201
(42.046613, -87.677565)",12/05/2018
10FOOD-0035,Hillside Food Pantry,2727 CRAWFORD AVE,Evanston,IL,60201,"2727 CRAWFORD AVE
Evanston, IL 60201
(42.067341, -87.72978)",12/05/2018
15FOOD-0049,The Barn,1016 CHURCH ST Rear,Evanston,IL,60201,"1016 CHURCH ST Rear
Evanston, IL 60201
(42.048484, -87.686166)",12/06/2018
09FOOD-0162,D & D Finer Foods,825 NOYES ST,Evanston,IL,60201,"825 NOYES ST
Evanston, IL 60201
(42.058446, -87.683107)",12/06/2018
09FOOD-0355,Lou Malnati's Pizzeria,1850 SHERMAN AVE,Evanston,IL,60201,"1850 SHERMAN AVE
Evanston, IL 60201
(42.051336, -87.681778)",12/06/2018
15FOOD-0041,Coffee Lab,910 NOYES ST,Evanston,IL,60201,"910 NOYES ST
Evanston, IL 60201
(42.058448, -87.683724)",11/13/2018
09FOOD-0377,Bernard Food,1125 HARTREY AVE,Evanston,IL,60202,"1125 HARTREY AVE
Evanston, IL 60202
(42.038427, -87.703861)",12/10/2018
09FOOD-0379,E-Z Spuds,2223 WASHINGTON ST,Evanston,IL,60202,"2223 WASHINGTON ST
Evanston, IL 60202
(42.031964, -87.705451)",12/10/2018
18FOOD-0034,"Kilwins Chocolates, Fudge and Ice Cream",1724 SHERMAN AVE,Evanston,IL,60201,"1724 SHERMAN AVE
Evanston, IL 60201
(42.049375, -87.6818)",12/10/2018
14FOOD-0033,Blaze Pizza,1737 SHERMAN AVE,Evanston,IL,60203,"1737 SHERMAN AVE
Evanston, IL 60203
(42.049631, -87.681789)",12/10/2018
13FOOD-0006,Chicago - Main Newstand,860 CHICAGO AVE,Evanston,IL,60202,"860 CHICAGO AVE
Evanston, IL 60202
(42.033835, -87.679367)",12/11/2018
09FOOD-0376,Allfresh Food Products,2156 GREEN BAY RD,Evanston,IL,60201,"2156 GREEN BAY RD
Evanston, IL 60201
(42.057425, -87.693029)",12/11/2018
09FOOD-0090,Oceanique,505 MAIN ST,Evanston,IL,60202,"505 MAIN ST
Evanston, IL 60202
(42.033936, -87.678272)",12/11/2018
09FOOD-0060,Prairie Joe's,1921 CENTRAL ST,Evanston,IL,60201,"1921 CENTRAL ST
Evanston, IL 60201
(42.06432, -87.699664)",12/12/2018
17FOOD-0039,Qi Kratom CBD Tea,624 GROVE ST,Evanston,IL,60201,"624 GROVE ST
Evanston, IL 60201
(42.045309, -87.681394)",12/12/2018
14FOOD-0051,Freshii,1596 SHERMAN AVE,Evanston,IL,60201,"1596 SHERMAN AVE
Evanston, IL 60201
(42.046693, -87.681861)",12/12/2018
09FOOD-0240,Celtic Knot Public House,626 CHURCH ST,Evanston,IL,60201,"626 CHURCH ST
Evanston, IL 60201
(42.048058, -87.680056)",12/12/2018
09FOOD-0163,Al's Deli,914 NOYES ST,Evanston,IL,60201,"914 NOYES ST
Evanston, IL 60201
(42.058448, -87.683794)",12/12/2018
16FOOD-0002,Osel Ling Mindrolling International,1818 DEMPSTER ST,Evanston,IL,60202,"1818 DEMPSTER ST
Evanston, IL 60202
(42.041133, -87.698468)",12/13/2018
09FOOD-0367,Firehouse Grill,750 CHICAGO AVE,Evanston,IL,60202,"750 CHICAGO AVE
Evanston, IL 60202
(42.032056, -87.679023)",12/12/2018
09FOOD-0278,Allen Center,2169 CAMPUS DR,Evanston,IL,60208,"2169 CAMPUS DR
Evanston, IL 60208
(42.056455, -87.673448)",12/13/2018
09FOOD-0375,Westminster Place,3200 GRANT ST,Evanston,IL,60201,"3200 GRANT ST
Evanston, IL 60201
(42.058918, -87.721945)",12/14/2018
18FOOD-0042,Chicago Hot Dog & Co,1009 DAVIS ST,Evanston,IL,60201,"1009 DAVIS ST
Evanston, IL 60201
(42.047056, -87.685294)",12/17/2018
09FOOD-0189,Shore Homes East,503 MICHIGAN AVE,Evanston,IL,60202,"503 MICHIGAN AVE
Evanston, IL 60202
(42.026889, -87.6721)",12/18/2018
11FOOD-0020,St. James Armenian Church,816 Clark ST,Evanston,IL,60201,"816 Clark ST
Evanston, IL 60201
(42.049915, -87.682732)",12/18/2018
09FOOD-0066,Symphony's,1945 CENTRAL ST,Evanston,IL,60201,"1945 CENTRAL ST
Evanston, IL 60201
(42.064333, -87.700924)",12/19/2018
09FOOD-0101,Holiday Inn University Plaza,1501 SHERMAN AVE,Evanston,IL,60201,"1501 SHERMAN AVE
Evanston, IL 60201
(42.044633, -87.681923)",12/19/2018
09FOOD-0183,Saint Francis Hospital,355 RIDGE AVE,Evanston,IL,60202,"355 RIDGE AVE
Evanston, IL 60202
(42.023951, -87.685159)",12/19/2018
18FOOD-0037,Backlot Hospitality,1042 WESLEY AVE,Evanston,IL,60202,"1042 WESLEY AVE
Evanston, IL 60202
(42.037399, -87.691461)",12/14/2018
18FOOD-0013,Prairie Moon,1635 CHICAGO AVE,Evanston,IL,60201,"1635 CHICAGO AVE
Evanston, IL 60201
(42.04738, -87.679123)",12/20/2018
11FOOD-0018,Grace Lutheran Church,1430 SOUTH BLVD,Evanston,IL,60202,"1430 SOUTH BLVD
Evanston, IL 60202
(42.02776, -87.693232)",12/20/2018
18FOOD-0052,Levy at Welsh-Ryan Arena,2705 ASHLAND AVE,Evanston,IL,60201,"2705 ASHLAND AVE
Evanston, IL 60201
(42.066557, -87.69385)",11/30/2018
09FOOD-0132,Kikka,1640 CHICAGO AVE,Evanston,IL,60201,"1640 CHICAGO AVE
Evanston, IL 60201
(42.046805, -87.679391)",12/26/2018
18FOOD-0030,Plum Market,2332 CAMPUS DR,Evanston,IL,60208,"2332 CAMPUS DR
Evanston, IL 60208
(42.060274, -87.674788)",12/26/2018
09FOOD-0173,Union Pizzeria,1245 CHICAGO AVE,Evanston,IL,60202,"1245 CHICAGO AVE
Evanston, IL 60202
(42.040767, -87.680589)",12/26/2018
16FOOD-0017,Union Squared Evanston,1307 CHICAGO AVE,Evanston,IL,60201,"1307 CHICAGO AVE
Evanston, IL 60201
(42.04147, -87.680589)",12/26/2018
09FOOD-0329,Whole Foods Market #314,1640 CHICAGO AVE,Evanston,IL,60201,"1640 CHICAGO AVE
Evanston, IL 60201
(42.046805, -87.679391)",12/26/2018
12FOOD-0018,Ward Eight,629 HOWARD ST,Evanston,IL,60202,"629 HOWARD ST
Evanston, IL 60202
(42.01947, -87.679585)",12/27/2018
17FOOD-0047,Theo Ubique Cabaret Theatre,721 HOWARD ST,Evanston,IL,60202,"721 HOWARD ST
Evanston, IL 60202
(42.019482, -87.681434)",12/27/2018
10FOOD-0022,Bar Louie,1520 SHERMAN AVE,Evanston,IL,60201,"1520 SHERMAN AVE
Evanston, IL 60201
(42.045213, -87.68191)",12/26/2018
09FOOD-0333,Trattoria Demi,1571 SHERMAN AVE,Evanston,IL,60201,"1571 SHERMAN AVE
Evanston, IL 60201
(42.045996, -87.681876)",12/26/2018
09FOOD-0184,Albany Care,901 MAPLE AVE,Evanston,IL,60202,"901 MAPLE AVE
Evanston, IL 60202
(42.034163, -87.685223)",12/27/2018
15FOOD-0025,La Principal,700 MAIN ST,Evanston,IL,60202,"700 MAIN ST
Evanston, IL 60202
(42.033962, -87.680429)",12/27/2018
14FOOD-0018,Ten Mile House,1700 CENTRAL ST,Evanston,IL,60201,"1700 CENTRAL ST
Evanston, IL 60201
(42.064298, -87.696218)",12/27/2018
14FOOD-0041,Bagel Art,615 DEMPSTER ST,Evanston,IL,60201,"615 DEMPSTER ST
Evanston, IL 60201
(42.041218, -87.681668)",12/31/2018
09FOOD-0117,Bennison's Bakery,1000 DAVIS ST,Evanston,IL,60201,"1000 DAVIS ST
Evanston, IL 60201
(42.047053, -87.685091)",12/31/2018
09FOOD-0159,Belgian Chocolatier Piron,509 MAIN ST A,Evanston,IL,60202,"509 MAIN ST A
Evanston, IL 60202
(42.033936, -87.678338)",12/31/2018
18FOOD-0014,Sugar & Spice,2000 DEMPSTER ST #C,Evanston,IL,60202,"2000 DEMPSTER ST #C
Evanston, IL 60202
(42.041098, -87.701615)",12/31/2018
18FOOD-0018,Summer Food - Chute School,1400 OAKTON ST,Evanston,IL,60202,"1400 OAKTON ST
Evanston, IL 60202
(42.026739, -87.691689)",01/03/2019
09FOOD-0245,Mt. Everest Restaurant,630 CHURCH ST,Evanston,IL,60201,"630 CHURCH ST
Evanston, IL 60201
(42.048141, -87.680355)",01/09/2019
15FOOD-0012,The Spice & Tea Exchange of Evanston,1615 SHERMAN AVE,Evanston,IL,60201,"1615 SHERMAN AVE
Evanston, IL 60201
(42.047628, -87.681829)",10/08/2018
13FOOD-0021,New Lucky Main Pantry,510 MAIN ST,Evanston,IL,60202,"510 MAIN ST
Evanston, IL 60202
(42.033935, -87.678234)",09/13/2018
09FOOD-0119,Foodstuffs,2106 CENTRAL ST,Evanston,IL,60201,"2106 CENTRAL ST
Evanston, IL 60201
(42.064349, -87.702395)",11/26/2018
15FOOD-0044,Harold's Chicken Shack,337 HOWARD ST,Evanston,IL,60202,"337 HOWARD ST
Evanston, IL 60202
(42.019399, -87.675244)",11/15/2018
13FOOD-0038,Tomate Fresh Kitchen,914 1/2 NOYES ST,Evanston,IL,60201,"914 1/2 NOYES ST
Evanston, IL 60201
(42.058448, -87.683794)",12/18/2018
09FOOD-0180,Citgo,443 ASBURY AVE,Evanston,IL,60202,"443 ASBURY AVE
Evanston, IL 60202
(42.026438, -87.690107)",11/21/2018
09FOOD-0068,Cross-Rhodes,913 1/2 CHICAGO AVE,Evanston,IL,60202,"913 1/2 CHICAGO AVE
Evanston, IL 60202
(42.034357, -87.679467)",12/27/2018
09FOOD-0182,Evanston Hospital,2650 RIDGE AVE,Evanston,IL,60201,"2650 RIDGE AVE
Evanston, IL 60201
(42.0653, -87.683293)",12/28/2018
16FOOD-0037,In Grape Company,1740 RIDGE AVE LL15A,Evanston,IL,60201,"1740 RIDGE AVE LL15A
Evanston, IL 60201
(42.049926, -87.688503)",12/13/2018
09FOOD-0007,Oakton & Dodge Shell,500 DODGE AVE,Evanston,IL,60202,"500 DODGE AVE
Evanston, IL 60202
(42.026994, -87.699465)",11/27/2018
12FOOD-0055,The Merion,1611 CHICAGO AVE 1,Evanston,IL,60201,"1611 CHICAGO AVE 1
Evanston, IL 60201
(42.046797, -87.679394)",12/27/2018
13FOOD-0060,Next of Kinship,625 DAVIS ST,Evanston,IL,60201,"625 DAVIS ST
Evanston, IL 60201
(42.04654, -87.680979)",12/19/2018
13FOOD-0009,La Macchina Cafe,1620 ORRINGTON AVE,Evanston,IL,60201,"1620 ORRINGTON AVE
Evanston, IL 60201
(42.047509, -87.681173)",12/27/2018
13FOOD-0008,Naf Naf Grill,1629 ORRINGTON AVE,Evanston,IL,60201,"1629 ORRINGTON AVE
Evanston, IL 60201
(42.047739, -87.681071)",09/19/2018
14FOOD-0007,Office Max #6212,2255 HOWARD ST,Evanston,IL,60202,"2255 HOWARD ST
Evanston, IL 60202
(42.019221, -87.706162)",11/21/2018
09FOOD-0338,The Stained Glass,1735 BENSON AVE,Evanston,IL,60201,"1735 BENSON AVE
Evanston, IL 60201
(42.04963, -87.683366)",12/18/2018
10FOOD-0007,Crossmark Events,2450 MAIN ST,Evanston,IL,60202,"2450 MAIN ST
Evanston, IL 60202
(42.033663, -87.707497)",12/06/2018
09FOOD-0394,Ebenezer A.M.E. Church,1109 EMERSON ST,Evanston,IL,60201,"1109 EMERSON ST
Evanston, IL 60201
(42.052147, -87.686749)",12/20/2018
15FOOD-0045,NaKorn,1622 ORRINGTON AVE,Evanston,IL,60201,"1622 ORRINGTON AVE
Evanston, IL 60201
(42.047583, -87.68114)",10/30/2018
17FOOD-0024,Summer Food - McGaw YMCA Site# 73016,1000 GROVE ST,Evanston,IL,60201,"1000 GROVE ST
Evanston, IL 60201
(42.045582, -87.685892)",01/24/2019
17FOOD-0034,Kombucha Brava,717 CUSTER AVE,Evanston,IL,60202,"717 CUSTER AVE
Evanston, IL 60202
(42.030802, -87.680341)",12/06/2018
09FOOD-0160,Delta Discount,800 MAIN ST,Evanston,IL,60202,"800 MAIN ST
Evanston, IL 60202
(42.033975, -87.682253)",11/30/2018
13FOOD-0034,Peckish Pig Restaurant & Brewery,623 HOWARD ST,Evanston,IL,60202,"623 HOWARD ST
Evanston, IL 60202
(42.019467, -87.679363)",08/21/2018
14FOOD-0043,The Unicorn Cafe,1723 SHERMAN AVE,Evanston,IL,60201,"1723 SHERMAN AVE
Evanston, IL 60201
(42.049311, -87.681802)",10/31/2018
12FOOD-0011,GNC,812 DAVIS ST,Evanston,IL,60201,"812 DAVIS ST
Evanston, IL 60201
(42.046882, -87.682226)",09/25/2018
10FOOD-0001,Subway #48042,2494 OAKTON ST,Evanston,IL,60202,"2494 OAKTON ST
Evanston, IL 60202
(42.026413, -87.708347)",01/28/2019
18FOOD-0019,Summer Food - King Arts School,2424 LAKE ST,Evanston,IL,60201,"2424 LAKE ST
Evanston, IL 60201
(42.044054, -87.708099)",01/29/2019
17FOOD-0007,Sushi Burrito,1565 SHERMAN AVE,Evanston,IL,60201,"1565 SHERMAN AVE
Evanston, IL 60201
(42.045902, -87.681879)",02/01/2019
15FOOD-0005,Valli Produce,1910 DEMPSTER ST,Evanston,IL,60202,"1910 DEMPSTER ST
Evanston, IL 60202
(42.041109, -87.700019)",02/01/2019
14FOOD-0030,Little Beans Cafe,430 ASBURY AVE,Evanston,IL,60202,"430 ASBURY AVE
Evanston, IL 60202
(42.026004, -87.690106)",12/03/2018
09FOOD-0186,Greenwood Care,1406 CHICAGO AVE,Evanston,IL,60201,"1406 CHICAGO AVE
Evanston, IL 60201
(42.042897, -87.680577)",02/04/2019
13FOOD-0004,Farmhouse Tavern,703 CHURCH ST,Evanston,IL,60201,"703 CHURCH ST
Evanston, IL 60201
(42.048277, -87.680843)",12/26/2018
13FOOD-0027,Olive Mediterranean Grill,1726 SHERMAN AVE,Evanston,IL,60201,"1726 SHERMAN AVE
Evanston, IL 60201
(42.049411, -87.681799)",12/10/2018
09FOOD-0243,Northstar Coffee,2201 OAKTON ST,Evanston,IL,60202,"2201 OAKTON ST
Evanston, IL 60202
(42.026506, -87.704953)",10/02/2018
18FOOD-0005,Clarkes,720 CLARK ST,Evanston,IL,60201,"720 CLARK ST
Evanston, IL 60201
(42.049906, -87.681082)",10/24/2018
16FOOD-0005,Wired Coffee House,901 DAVIS ST,Evanston,IL,60201,"901 DAVIS ST
Evanston, IL 60201
(42.047043, -87.684411)",10/10/2018
17FOOD-0026,Rock 'N Ravioli,1012 CHURCH ST,Evanston,IL,60201,"1012 CHURCH ST
Evanston, IL 60201
(42.048484, -87.685939)",11/30/2018
11FOOD-0001,Soulwich,1634 ORRINGTON AVE,Evanston,IL,60201,"1634 ORRINGTON AVE
Evanston, IL 60201
(42.047885, -87.681007)",09/10/2018
15FOOD-0002,Curts Cafe South,1813 DEMPSTER ST,Evanston,IL,60201,"1813 DEMPSTER ST
Evanston, IL 60201
(42.04114, -87.698164)",11/21/2018
17FOOD-0035,Jilly's Cafe,2614 GREEN BAY RD,Evanston,IL,60201,"2614 GREEN BAY RD
Evanston, IL 60201
(42.064872, -87.699277)",11/08/2018
12FOOD-0004,Curt's Cafe,2922 CENTRAL ST,Evanston,IL,60201,"2922 CENTRAL ST
Evanston, IL 60201
(42.064441, -87.715696)",11/06/2018
17FOOD-0040,Bake Homemade Pizza,2122 CENTRAL ST,Evanston,IL,60201,"2122 CENTRAL ST
Evanston, IL 60201
(42.064349, -87.703163)",08/03/2018
09FOOD-0406,KinderCare,2014 DEMPSTER ST,Evanston,IL,60202,"2014 DEMPSTER ST
Evanston, IL 60202
(42.041085, -87.702327)",02/07/2019
09FOOD-0340,Siam Pasta,809 DEMPSTER ST,Evanston,IL,60201,"809 DEMPSTER ST
Evanston, IL 60201
(42.041208, -87.682492)",10/17/2018
13FOOD-0031,Leonida's Chocolates,1907 CENTRAL ST,Evanston,IL,60201,"1907 CENTRAL ST
Evanston, IL 60201
(42.06432, -87.699302)",11/26/2018
09FOOD-0089,Brothers K Coffee House,500 MAIN ST,Evanston,IL,60202,"500 MAIN ST
Evanston, IL 60202
(42.033934, -87.67793)",11/06/2018
12FOOD-0022,Papa Romeo's Pizza,1168 DODGE AVE,Evanston,IL,60202,"1168 DODGE AVE
Evanston, IL 60202
(42.039639, -87.699249)",11/13/2018
17FOOD-0031,7-Eleven #27070C,847 DODGE AVE,Evanston,IL,60202,"847 DODGE AVE
Evanston, IL 60202
(42.0337, -87.699317)",02/11/2019
09FOOD-0170,Siam Splendour,1125 EMERSON ST,Evanston,IL,60201,"1125 EMERSON ST
Evanston, IL 60201
(42.052152, -87.687275)",02/11/2019
09FOOD-0062,Hartigan's Ice Cream Shoppe,2909 CENTRAL ST,Evanston,IL,60201,"2909 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.715068)",10/09/2018
09FOOD-0285,Claire's Korner,1827 EMERSON ST,Evanston,IL,60201,"1827 EMERSON ST
Evanston, IL 60201
(42.052078, -87.698671)",12/04/2018
18FOOD-0025,Einstein Bros Bagel,2200 CAMPUS DR,Evanston,IL,60208,"2200 CAMPUS DR
Evanston, IL 60208
(42.057445, -87.673123)",10/16/2018
15FOOD-0024,A Step by Step Learning Academy,1909 HOWARD ST,Evanston,IL,60202,"1909 HOWARD ST
Evanston, IL 60202
(42.019347, -87.699942)",02/12/2019
09FOOD-0149,Jewish Reconstructionist Congregation,303 DODGE AVE,Evanston,IL,60202,"303 DODGE AVE
Evanston, IL 60202
(42.02325, -87.699523)",02/13/2019
09FOOD-0387,Beth Emet The Free Synagogue,1224 DEMPSTER ST,Evanston,IL,60202,"1224 DEMPSTER ST
Evanston, IL 60202
(42.041283, -87.689775)",02/13/2019
09FOOD-0130,Soup At Six,933 CHICAGO AVE,Evanston,IL,60202,"933 CHICAGO AVE
Evanston, IL 60202
(42.034897, -87.67957)",11/06/2018
15FOOD-0020,Peppercorns Kitchen,620 DAVIS ST,Evanston,IL,60201,"620 DAVIS ST
Evanston, IL 60201
(42.046485, -87.680776)",02/15/2019
08FOOD-0189,Old Neighborhood Grill,2902 CENTRAL ST,Evanston,IL,60201,"2902 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.714805)",12/26/2018
10FOOD-0045,Friendship Baptist Church,2201 FOSTER ST,Evanston,IL,60201,"2201 FOSTER ST
Evanston, IL 60201
(42.053333, -87.703745)",12/06/2018
15FOOD-0021,Peeled Juice Bar,2311 CAMPUS DR,Evanston,IL,60201,"2311 CAMPUS DR
Evanston, IL 60201
(42.059071, -87.674108)",02/04/2019
09FOOD-0039,Subway #3020,1551 SHERMAN AVE,Evanston,IL,60201,"1551 SHERMAN AVE
Evanston, IL 60201
(42.045602, -87.681896)",08/02/2018
16FOOD-0019,Dave's New Kitchen,815 NOYES ST,Evanston,IL,60201,"815 NOYES ST
Evanston, IL 60201
(42.058439, -87.682536)",02/18/2019
09FOOD-0014,CJE Senior Life,1015 HOWARD ST,Evanston,IL,60202,"1015 HOWARD ST
Evanston, IL 60202
(42.01954, -87.68665)",02/18/2019
17FOOD-0029,Pono Ono Poke,1630 CHICAGO AVE,Evanston,IL,60201,"1630 CHICAGO AVE
Evanston, IL 60201
(42.047131, -87.679239)",02/19/2019
09FOOD-0135,McDonald's #82,1117 HOWARD ST,Evanston,IL,60202,"1117 HOWARD ST
Evanston, IL 60202
(42.019546, -87.687553)",02/19/2019
09FOOD-0408,Northminster Nursery School,2515 CENTRAL PARK AVE,Evanston,IL,60201,"2515 CENTRAL PARK AVE
Evanston, IL 60201
(42.063051, -87.717791)",02/19/2019
18FOOD-0006,Falcon Eddy's Barbeque,825 CHURCH ST,Evanston,IL,60201,"825 CHURCH ST
Evanston, IL 60201
(42.048471, -87.682845)",02/18/2019
11FOOD-0026,Roycemore School - Cafeteria,1200 DAVIS ST,Evanston,IL,60201,"1200 DAVIS ST
Evanston, IL 60201
(42.047112, -87.68951)",02/21/2019
09FOOD-0084,Hecky's Bar B Q,1902 GREEN BAY RD,Evanston,IL,60201,"1902 GREEN BAY RD
Evanston, IL 60201
(42.052448, -87.689107)",02/19/2019
09FOOD-0063,Potbelly Sandwich Works,630 DAVIS ST,Evanston,IL,60201,"630 DAVIS ST
Evanston, IL 60201
(42.046612, -87.68124)",02/21/2019
09FOOD-0070,Golden Olympic Restaurant,1608 CHICAGO AVE,Evanston,IL,60201,"1608 CHICAGO AVE
Evanston, IL 60201
(42.046509, -87.679529)",02/18/2019
09FOOD-0252,Noodles & Company #606,930 CHURCH ST,Evanston,IL,60201,"930 CHURCH ST
Evanston, IL 60201
(42.048466, -87.684267)",02/20/2019
18FOOD-0010,Da Jerk Pit,2430 MAIN ST,Evanston,IL,60202,"2430 MAIN ST
Evanston, IL 60202
(42.033664, -87.707558)",02/22/2019
16FOOD-0027,Kabul House,2424 DEMPSTER ST,Evanston,IL,60202,"2424 DEMPSTER ST
Evanston, IL 60202
(42.040986, -87.708092)",02/20/2019
19FOOD-0002,Avanza Pasta,1205 HARTREY AVE,Evanston,IL,60202,"1205 HARTREY AVE
Evanston, IL 60202
(42.039077, -87.703855)",02/21/2019
